,a,b,c,d,e,f,g
76,0.0833693619004448,0.09038134683010035,0.7962031212283366,0.9142194606213423,0.8290895568912037,0.879578423202479,0.005028317322754391
77,0.08598570321027454,0.09044292821858912,0.7506753485720631,0.9136080856636157,0.8320141634063558,0.8651161114369704,0.003934514274832525
78,0.08741137002398758,0.09103374126866393,0.762727550394209,0.9124792188603483,0.5869920375298603,0.6585300266019136,0.00073714771285746
79,0.09059726097006421,0.0914737692877503,0.5987910951530717,0.9122399481035299,0.609906087103911,0.504729740918363,0.00046021578920266815
80,0.09229089195153195,0.09168432739180227,0.654767875073291,0.911221641423171,0.8579953111142034,0.8814188082966263,0.0009239228811402778
81,0.09332923844341867,0.09379523119309946,0.8723035250023363,0.909798621735048,0.6358227612845928,0.5246451078474479,-0.0014959822909838606
82,0.09407417524441247,0.09379760789126185,0.6370047907852634,0.9096237693023691,0.9138605282039602,0.5902002912570118,0.002030991139268773
83,0.09579852742933032,0.09448368092569509,0.7404021694880676,0.9087997336291973,0.590803643870093,0.5470338575559545,-0.00358783554269069
84,0.09759065926011828,0.09625550351449297,0.984719202934885,0.9087540296636814,0.6435120530191427,0.6581444163015724,-0.005012861240278544
85,0.09774042125023519,0.09659117713966325,0.7983435547655298,0.9075679831068928,0.720095697572778,0.8298474208290751,-0.005233741403283206
86,0.09892684942056057,0.09703485339291823,0.7083371728749526,0.9056780733952461,0.9387425111094378,0.736031035797015,-0.0018915710528614805
87,0.09911425297410126,0.09738430053641933,0.5649653074090192,0.9052397941467566,0.5850320425239046,0.6382468995178403,-0.006920474649090053
88,0.09939811485345462,0.09933738148257293,0.517716523840237,0.9042072754614849,0.9304007583523743,0.6737706485330891,-0.0027384482198121994
89,0.10017626568252674,0.10253947283412923,0.6914488472790562,0.9041435573158454,0.7556542834015022,0.6296639388002434,-0.006783706325966194
90,0.1008728949894534,0.10290402204646965,0.5623402973946052,0.9006666461228365,0.943799045590423,0.5587243272884831,-0.0038272492429360793
91,0.10151038408298929,0.10313066955657968,0.7288482430863714,0.8961384543044033,0.9421096110799541,0.9309933471586955,-0.006748401368932425
92,0.1047904499544896,0.10345300198534518,0.9743186246628701,0.8957367408852048,0.5121064138185626,0.5715518759973223,-0.012491394552981544
93,0.10789895632360308,0.10382731790840477,0.781072543334647,0.8939443490732173,0.7200250590874995,0.6149428132674553,-0.01184220268299098
94,0.10842627058015214,0.10455940160115412,0.6588974231503,0.8922820011749335,0.97869800665994,0.7495192087836113,-0.008862987334691846
95,0.10906950346446975,0.10461761899656075,0.8550489940890897,0.891222828920404,0.7786545061561281,0.9435551763549478,-0.013821041724066842
96,0.1115888070552894,0.1067574053629764,0.6987272014896588,0.8891686797617047,0.9556546406595965,0.6994746518819513,-0.01135865263796104
97,0.11448988020755935,0.10880440753277099,0.8505586294668865,0.8885586952666178,0.7311081022879395,0.52492242038048,-0.0160082245112533
98,0.11596531760646395,0.11332125570114387,0.6488989651741139,0.8881489034268234,0.5994273794965288,0.6520346340207601,-0.02071736361798157
99,0.1166460996135098,0.11441496995436556,0.7571347463290519,0.8855648318013646,0.5988105426401137,0.9377227962427679,-0.023189755823485002
100,0.1169388208582578,0.11715391311638512,0.6474532396546098,0.883111508690081,0.9318362151331919,0.5699468166850312,-0.017159707573279587
101,0.11701135291823717,0.11872260202384438,0.9826350025587589,0.8808257852544809,0.8232279295459792,0.8991739920593815,-0.021715601408517592
102,0.11945544518254697,0.1189648742217787,0.8797300904187033,0.8803927156863077,0.7973258898571305,0.7986426517015802,-0.022777133511094835
103,0.12134691074940201,0.12025309415286461,0.8201530286876102,0.8780808285306667,0.6526069085434405,0.8550536551440964,-0.026615117939106647
104,0.1251202565080134,0.12026761160240579,0.661422917922236,0.8776252768143795,0.7835070176368775,0.8385377910049931,-0.026346864875678076
105,0.12958350423651432,0.1220962250236311,0.8734280942014381,0.8775287359202164,0.8371524418706295,0.7056439304129158,-0.027277254375194473
106,0.1300593754481879,0.12276419925518917,0.8892839004910547,0.8762801329234401,0.5496934599900762,0.8834196692398166,-0.032785670070312974
107,0.13104054522140984,0.12450157043617804,0.820921140703498,0.8756238491209333,0.5394024407185777,0.8158845661774569,-0.033571517449754826
108,0.13129349019106845,0.12469811753696314,0.7141744949689164,0.8748513036501605,0.9512718538564872,0.5765048995041133,-0.026228039577829564
109,0.1346590136431436,0.1255889982992317,0.9156501730709017,0.8727626843818118,0.659722394026292,0.5597731444264424,-0.03274689321384671
110,0.13535342494639918,0.12591989006244442,0.6495644008171348,0.8715395107450576,0.8481924112108499,0.9318070686855757,-0.03258542270123164
111,0.1367184291824074,0.12636005425698915,0.5408176042704096,0.867731869829669,0.9002173929675292,0.9221244221583054,-0.032671594047067806
112,0.13832982884771716,0.12841086142414587,0.5134601574963839,0.8668439541752704,0.7529636379954734,0.5259034639998047,-0.03419146180036074
113,0.13949941422794115,0.12850975194652053,0.8185465771389937,0.8665849709904136,0.774325011253787,0.7459249784882187,-0.03581696781859947
114,0.139702502578524,0.128682923496296,0.6637153022870192,0.8661152194412728,0.8591231070742719,0.8236884988280342,-0.03505322258140506
115,0.14045542087598628,0.13050555350621462,0.6297161997476217,0.8656984614396857,0.73341998528904,0.8675533346635453,-0.03824149096020742
116,0.1413498308348367,0.13205616146240795,0.6147997991462545,0.8589838143234871,0.958582070269559,0.5999766705651018,-0.03429021233509324
117,0.1427787947129739,0.13267470321992153,0.9313909578788055,0.8559938413103552,0.7259930860379502,0.7916804081534325,-0.04042605021968613
118,0.14342965407366898,0.1329330367516301,0.9579505909140619,0.8552386816052342,0.8164899860413769,0.7589529912865021,-0.0392737568621159
119,0.14372707334306767,0.13560647213779414,0.948116215553382,0.8539012891374462,0.6822698962866239,0.8043524511927913,-0.042635527958304546
120,0.14522658659319815,0.13597950305615902,0.828192223206657,0.8528368544635404,0.5748354017612853,0.7241785170302888,-0.04439170123233465
121,0.14791177747062823,0.13612991825250215,0.7689802244849634,0.8527472445904695,0.5937722699381772,0.5049161232312274,-0.04400306629754733
122,0.14831084336084177,0.13757062158159367,0.7426909662437653,0.8513867353661426,0.8775008863848988,0.8955932649883303,-0.04293193204719877
123,0.148890080744292,0.13797524273255024,0.642822788240448,0.849609533797652,0.5385025731299187,0.5599135065345081,-0.046277837127873124
124,0.1490721529820374,0.1415981533811692,0.7517810098903375,0.8472648064835351,0.9987845427175226,0.6276697070260708,-0.04106882711538565
125,0.14934850028316,0.1437585960913681,0.8928801527544752,0.8453598360015533,0.7265747491326612,0.8265291692222922,-0.047899560297679035
126,0.15044170480807412,0.1437878305078199,0.7577168419529262,0.8438242491236461,0.9819530015803735,0.7265324567759159,-0.043581886303745085
127,0.15259939589782656,0.14492195986591427,0.9380190569347856,0.8434336716743661,0.9830762253117845,0.9919991562830834,-0.046339594413283544
128,0.16073735357034913,0.146222751572052,0.5911108438311653,0.8424371544294526,0.7513511877131045,0.5544551875964049,-0.05192163242051834
129,0.16143587611005505,0.14626250699742105,0.7070089880646744,0.8422751222098185,0.7131546430481814,0.5147309741502957,-0.052542357912243175
130,0.16168532522265522,0.1465590910151306,0.8001126897844042,0.8415244042237771,0.5802006170678548,0.6278457888439868,-0.05527584438255403
131,0.16294594547571567,0.14742281547836933,0.8938246945115595,0.8412973895002775,0.7777443960189495,0.8110621703123375,-0.05452476135991985
132,0.16335493845907995,0.1474425324057474,0.5478199930032737,0.8410741180807677,0.6456408617972268,0.5373189855981177,-0.05493353715852927
133,0.1639883597278216,0.14810979514218175,0.8219015491326203,0.8388822481980337,0.8902270853218714,0.9160615516713174,-0.05408550068136492
134,0.164829615009296,0.1491884295268887,0.6102178735884809,0.8383798982975699,0.6589706591300095,0.6653299078505519,-0.057009288652096514
135,0.1649727147145802,0.14922451040847856,0.7579526219239223,0.8361829544696178,0.5637515686455998,0.6734903996475031,-0.05847368922107381
136,0.16691419074644082,0.1503334767246559,0.7084426636200871,0.8341901210629802,0.528255174025678,0.7960125143189061,-0.060945164848159906
137,0.16897740884301699,0.15067186027206037,0.5566343042321471,0.8340531098687299,0.523308336887294,0.7022957172420595,-0.06148259880367979
138,0.16929013544183252,0.15148543298382144,0.8406996657842712,0.8313769521846175,0.6282673984731226,0.7120240195402886,-0.06094379430673541
139,0.17059604742168366,0.1531256744227396,0.5887927648019526,0.8312144009090705,0.7900193913845441,0.6885055534891319,-0.05962164169642246
140,0.17201143718413986,0.15315178667106677,0.854412907912057,0.8311884414854955,0.8779789786441057,0.7869453772686648,-0.05936105208668369
141,0.17287916434472,0.15378734033677882,0.9119353005854426,0.8307742782813375,0.7120596695838328,0.9922440864429425,-0.06370769417291608
142,0.1750915443177829,0.15640934784763266,0.9485775024173642,0.8303204759576082,0.5900712507537265,0.7969912001134951,-0.06611122828756993
143,0.1751188747491565,0.158370985035728,0.9234304139220959,0.8298923670654297,0.7046377505861663,0.997556126841807,-0.06636226029974364
144,0.17562249341006053,0.15881060481646408,0.8743742721516917,0.825816398916856,0.9073314856872485,0.9343262927043209,-0.0634615299968096
145,0.18034893897358878,0.15910468500389635,0.8651064347510357,0.8256858971904535,0.5706572263619855,0.9692899238331152,-0.0708009161506636
146,0.18073618725545781,0.15920875285417146,0.7517343726399679,0.8254214955124124,0.6721061420758387,0.9498846171545395,-0.06966593942790984
147,0.1824237440409452,0.15970419208137415,0.5194785962646513,0.8243887782015784,0.8213736855274392,0.5194239479367441,-0.06588124651688154
148,0.18342503038147023,0.16166425409888036,0.7124783765960296,0.8236121039074042,0.9062442180414041,0.570392143753468,-0.0658902515637647
149,0.18524074935297785,0.16254037595310117,0.812674897340819,0.8231987976826474,0.7833939925264906,0.7640062211287906,-0.07026662967081064
150,0.1870688668524757,0.16307484379425663,0.5505193028935553,0.8205093355251942,0.5351165646098426,0.8221083622141914,-0.07505702635755335
151,0.19248161292057298,0.16522338627036748,0.5208646854819834,0.8182861758733627,0.803581559859655,0.6524759351220386,-0.07372066423970919
152,0.19279410268225344,0.16714600495046222,0.8108821742892925,0.8181319918373857,0.618718743313191,0.8801249363179691,-0.0784189359929034
153,0.19285797143133687,0.17215008806871984,0.8457840504392273,0.8172700826480426,0.7858256148659746,0.619875316669072,-0.07626192612439983
154,0.1933042723698214,0.17244886831878703,0.6318581692860827,0.8171477847077093,0.8438239529813262,0.8563917475938724,-0.07699944994535395
155,0.1938011823589011,0.1732037551383639,0.7925995203154241,0.8169324078002572,0.8190135458999628,0.9887520600367474,-0.07857889863378208
156,0.19497747110950414,0.17554959017463073,0.8328845973593707,0.8165227438349804,0.7167973451504694,0.6836157533025606,-0.07977425820659023
157,0.19789257173413227,0.17585618477850978,0.9630931393667024,0.816042830107268,0.6840605094252661,0.999291937919802,-0.0833803555406955
158,0.20197412818889482,0.18203235388381417,0.9413541434797025,0.8136963946616628,0.5694806601772344,0.6268290834151151,-0.08669742968823291
159,0.2030481981515106,0.18894407019389026,0.9839817865796205,0.813208416042019,0.8348692016798629,0.8791495086760268,-0.08715286781605988
160,0.20485750610267844,0.18926498632089378,0.6072653943327143,0.8129658417047865,0.6323076375343663,0.5436214690996546,-0.08903977051588056
161,0.20497675199477577,0.19027026268847474,0.6823181308942163,0.8114293454651608,0.5289251179092912,0.9188140579966197,-0.09294976840023658
162,0.20741544584449834,0.19067963574835078,0.9539657549693321,0.807784016326222,0.5271348756012668,0.5645765681515,-0.0923926775687111
163,0.20939078084626817,0.19141506980470108,0.6477151207677532,0.8077159141841136,0.5900671053927302,0.8569906032876506,-0.09454307958287873
164,0.21055835274133672,0.19150963291600198,0.5900151500901418,0.807135219389997,0.560279836188948,0.9182829820997636,-0.09580151353173133
165,0.21478909937097485,0.19346560645352084,0.9276702360706892,0.8059951763542414,0.5438651048417416,0.6231813310524377,-0.09687287465569719
166,0.21664038765632404,0.19421611368736075,0.8440480079373569,0.8056255933042212,0.9803799825406807,0.8862438345300792,-0.0928234828285747
167,0.21718042006690358,0.19507489136752987,0.8881860459585555,0.805373068774668,0.8833911408874626,0.774719940175191,-0.09455152314127396
168,0.2176937541829026,0.19583959773871684,0.9596956371764693,0.8053132034333379,0.6821242467707194,0.8760797551952179,-0.09873584518366868
169,0.21772194436819325,0.19680996443353888,0.5629561342206392,0.8038573402651161,0.861825212215104,0.9893383075362454,-0.09698737864096238
170,0.21966240961076017,0.1973930071496517,0.7288103697666154,0.8009141129803883,0.6153167572368566,0.9440221840334873,-0.101674026764125
171,0.22106145952024003,0.19762526049527945,0.5595061328209239,0.7971110863283113,0.993506644235659,0.7653312704807047,-0.0956160055043159
172,0.22155061002043586,0.1979830419040538,0.5380112301009157,0.7948148185137691,0.7856725928955892,0.990396518553792,-0.10103070885720693
173,0.22188436547459572,0.19824209178441787,0.7036666307565731,0.7947214755328151,0.9384875553085774,0.940327304274067,-0.09837833073335571
174,0.2221119549249278,0.20011555568292405,0.9929478928933874,0.7945230005559912,0.6403902437592675,0.593326216146504,-0.10180616843810711
175,0.22226596093864404,0.200531246945148,0.554182445984536,0.7925574688882892,0.9648662118060113,0.7128831401574163,-0.09769599698700646
176,0.22341446282205207,0.2010208233650449,0.6861978413073887,0.7918159472242755,0.5153996474233129,0.581870908202613,-0.10425542970543493
177,0.22383057631552172,0.20157149896032356,0.5857278915102604,0.79112844347907,0.7978310886161739,0.7537769578093104,-0.10201474623722256
178,0.22580806057016017,0.20208673568370877,0.6435721670048564,0.7896829674630867,0.7801961282720844,0.9381798561500124,-0.10444757317823097
179,0.22632502998384352,0.2021764173426432,0.797769461536198,0.7872907311098997,0.5514922100672881,0.8847001335137725,-0.10766062162978846
180,0.22740798307890242,0.20313808179596127,0.7495973508270737,0.7869594200769128,0.6863375120418619,0.562784379487484,-0.10489824894260416
181,0.22815484493217897,0.20943118580160103,0.5862760634226807,0.7858870943947199,0.7862826270590342,0.8453914743934821,-0.10754725722779211
182,0.22892523390123343,0.20979939425720595,0.6271026747603967,0.7846596041984584,0.959734044933588,0.6163834378512981,-0.10373025546635668
183,0.2299159589592482,0.21020598050036954,0.5241853143426284,0.7843815984244007,0.9678477627590822,0.6294100344484617,-0.10424465153853102
184,0.2303146188979725,0.21078279463589555,0.6558331597433125,0.7840977508634829,0.5558426536539692,0.6359172662682478,-0.11094593806205479
185,0.23161854728993242,0.2115208822250379,0.8896187964574549,0.7818508216285687,0.5079008127033837,0.9559793257775018,-0.11424856455935556
186,0.23185283781366656,0.21255377492456823,0.7052937622553845,0.7809203959227436,0.5521063395499111,0.6556890416624372,-0.11260807366111986
187,0.23741534173623946,0.21292999760031883,0.568316117576273,0.7806725564143986,0.6263157556385737,0.796721647566905,-0.11514975737420295
188,0.23776552950632646,0.2152873276781433,0.9367462436593137,0.7790155544909942,0.8522277352772689,0.8626561183829715,-0.1132125406383436
189,0.2378293906409074,0.21529734174246357,0.6042151922935272,0.7767301126021317,0.8464141538281473,0.9190498116755332,-0.11382421160139986
190,0.2398925060697933,0.2159495117819234,0.6508303847406074,0.7766579005955764,0.9204343464960574,0.9926402249351853,-0.1140150536976875
191,0.24124304977205563,0.21603094115213123,0.7360465191370597,0.7765457496813393,0.9986131502859583,0.5271007873560185,-0.11044107156445017
192,0.24153683481036198,0.21813687416278188,0.8460657996993146,0.7763069191799221,0.5672210965715698,0.5244073854514429,-0.11799965357981464
193,0.24196971738059964,0.2205192405562299,0.6876341858782739,0.773797467502251,0.8235335202972489,0.5517526548439209,-0.11577496611969179
194,0.24476452752442668,0.22107861241305565,0.51551222934242,0.7723454421253662,0.5032363415529304,0.9222379415322163,-0.1237247665956593
195,0.24889947123709066,0.2313673833132195,0.5949992060931604,0.769007674666754,0.6168260835003003,0.5133402821426165,-0.12539274877143064
196,0.24957433525856015,0.2337630807672758,0.6846603607505009,0.7678856745297549,0.7324656940070813,0.545137711995573,-0.12520432364247097
197,0.2509818954258612,0.2344840361406365,0.7762944096605231,0.7666151559950327,0.7957147156958637,0.5042476340109311,-0.12490713358505336
198,0.25130475472335,0.23542698065540618,0.7021804267519085,0.7609157656789973,0.6550625496160363,0.7992296068613708,-0.1296863594387092
199,0.2522561257424067,0.23761393198745567,0.9902738190388582,0.7595217051638927,0.7984280106569696,0.8697611786659981,-0.1292186430160076
200,0.2525923280967503,0.2395091208190081,0.567001704457008,0.759328189532779,0.8902195910247138,0.7169343489743814,-0.12757957624187244
201,0.2530597706604061,0.24469134470726644,0.8803831149690158,0.7583055229201566,0.6409613826033259,0.5701386357281447,-0.13242552514039266
202,0.2575008631040136,0.24646776626910738,0.6873522680824858,0.7560522359370574,0.8550137991335922,0.9174817979023394,-0.13395392714551355
203,0.25800796192832565,0.24688257726180796,0.7340464456497835,0.7542902581160856,0.8631192273582498,0.5675204908165066,-0.13226635490435787
204,0.25942593366448974,0.24695905340045798,0.5254153962198426,0.7516534543258919,0.9566924700025377,0.6852326343578834,-0.13216730468772908
205,0.2599666960822817,0.2472292593723498,0.5960875337477145,0.7514097910013204,0.756024145634462,0.9938649843174218,-0.13763947863611645
206,0.2601892100523731,0.24792564765112918,0.6581350567161668,0.7508859695491374,0.7354712582479925,0.7048962309515183,-0.13673521224382756
207,0.261365979547758,0.2480638236035157,0.7771011932479857,0.7498042608921971,0.8740216700796974,0.7685178573378506,-0.13552448991293883
208,0.2615994069114418,0.2504883075626888,0.8250696257337766,0.7494301315176622,0.5949677367456849,0.9650291910183522,-0.14158931079144105
209,0.26200423975645865,0.2517873025299005,0.6344167961148157,0.7492490898975339,0.6644906313027281,0.8576803616821015,-0.14075950051878328
210,0.26430617299842907,0.253142844853998,0.9278673007514451,0.7471499115162401,0.7362552650847689,0.8015218921984174,-0.14106049090134914
211,0.2646161646765712,0.25583014959695227,0.5984491292660701,0.7414730624077099,0.8055247166662973,0.5363928655729882,-0.13981409930752148
212,0.26683051140931585,0.25756052915845556,0.6799095830125622,0.7399429990068,0.8301906163912152,0.6350747520524207,-0.1417063475823646
213,0.26795614161246545,0.257860947452988,0.9700946135945565,0.7379384341224287,0.7041280570467654,0.6349816389589149,-0.14439174107444577
